User identifier,Product A,Product B
3655,Not subscribed,Subscribed
3657,Not subscribed,Not subscribed
3660,Not subscribed,Not subscribed
3663,Not subscribed,Subscribed
3665,Not subscribed,Not subscribed
3668,Not subscribed,Subscribed
3671,Not subscribed,Not subscribed
3673,Not subscribed,Subscribed
3676,Not subscribed,Not subscribed
3679,Subscribed,Not subscribed
3681,Not subscribed,Not subscribed
3684,Not subscribed,Not subscribed
3686,Subscribed,Not subscribed
3689,Not subscribed,Not subscribed
3692,Not subscribed,Subscribed
3694,Not subscribed,Not subscribed
3697,Not subscribed,Subscribed
3700,Not subscribed,Subscribed
3702,Not subscribed,Subscribed
3708,Subscribed,Subscribed
3710,Not subscribed,Subscribed
3713,Not subscribed,Subscribed
3716,Not subscribed,Subscribed
3718,Not subscribed,Subscribed
3721,Not subscribed,Subscribed
3724,Not subscribed,Subscribed
3726,Not subscribed,Subscribed
3729,Not subscribed,Subscribed
3731,Not subscribed,Subscribed
3734,Not subscribed,Subscribed
3737,Not subscribed,Not subscribed
3739,Not subscribed,Not subscribed
3742,Not subscribed,Subscribed
3745,Subscribed,Subscribed
3747,Not subscribed,Not subscribed
3750,Not subscribed,Not subscribed
3753,Not subscribed,Subscribed
3755,Not subscribed,Subscribed
3758,Not subscribed,Subscribed
3761,Not subscribed,Subscribed
3763,Subscribed,Subscribed
3766,Not subscribed,Not subscribed
3768,Not subscribed,Not subscribed
3771,Not subscribed,Subscribed
3774,Not subscribed,Subscribed
3776,Not subscribed,Subscribed
3779,Not subscribed,Subscribed
3782,Not subscribed,Subscribed
3784,Not subscribed,Subscribed
3787,Not subscribed,Subscribed
3790,Not subscribed,Not subscribed
3792,Not subscribed,Not subscribed
3795,Not subscribed,Subscribed
3798,Subscribed,Subscribed
3800,Subscribed,Subscribed
3803,Not subscribed,Subscribed
3806,Not subscribed,Not subscribed
3808,Not subscribed,Subscribed
3811,Not subscribed,Not subscribed
3813,Subscribed,Subscribed
3816,Not subscribed,Not subscribed
3819,Not subscribed,Not subscribed
3821,Not subscribed,Subscribed
3824,Not subscribed,Subscribed
3827,Not subscribed,Subscribed
3829,Not subscribed,Subscribed
3832,Not subscribed,Subscribed
3835,Not subscribed,Not subscribed
3837,Subscribed,Not subscribed
3840,Subscribed,Not subscribed
3843,Not subscribed,Not subscribed
3845,Not subscribed,Subscribed
3848,Not subscribed,Not subscribed
3850,Not subscribed,Not subscribed
3853,Not subscribed,Subscribed
3856,Not subscribed,Not subscribed
3858,Subscribed,Subscribed
3861,Not subscribed,Not subscribed
3864,Subscribed,Subscribed
3866,Not subscribed,Not subscribed
3869,Subscribed,Not subscribed
3872,Not subscribed,Not subscribed
3874,Not subscribed,Subscribed
3877,Subscribed,Not subscribed
3880,Not subscribed,Not subscribed
3882,Subscribed,Not subscribed
3885,Subscribed,Subscribed
3888,Subscribed,Subscribed
3890,Not subscribed,Not subscribed
3893,Not subscribed,Subscribed
3895,Not subscribed,Subscribed
3898,Not subscribed,Subscribed
3901,Not subscribed,Subscribed
3903,Not subscribed,Subscribed
3906,Not subscribed,Subscribed
3909,Not subscribed,Not subscribed
3911,Not subscribed,Subscribed
3914,Not subscribed,Not subscribed
3917,Subscribed,Subscribed
3919,Not subscribed,Not subscribed
3922,Not subscribed,Subscribed
3925,Not subscribed,Not subscribed
3927,Not subscribed,Subscribed
3930,Not subscribed,Subscribed
3932,Not subscribed,Not subscribed
3935,Not subscribed,Subscribed
3938,Subscribed,Not subscribed
3940,Subscribed,Not subscribed
3943,Subscribed,Subscribed
3946,Not subscribed,Subscribed
3948,Not subscribed,Not subscribed
3951,Subscribed,Subscribed
3954,Subscribed,Subscribed
3956,Not subscribed,Not subscribed
3959,Not subscribed,Subscribed
3962,Not subscribed,Not subscribed
3964,Not subscribed,Subscribed
3967,Subscribed,Not subscribed
3970,Not subscribed,Not subscribed
3972,Not subscribed,Subscribed
3975,Not subscribed,Subscribed
3977,Not subscribed,Subscribed
3980,Not subscribed,Not subscribed
3983,Subscribed,Not subscribed
3985,Subscribed,Subscribed
3988,Not subscribed,Subscribed
3991,Subscribed,Subscribed
3993,Not subscribed,Subscribed
3996,Not subscribed,Subscribed
3999,Not subscribed,Subscribed
4001,Subscribed,Subscribed
4004,Not subscribed,Subscribed
4007,Not subscribed,Not subscribed
4009,Not subscribed,Subscribed
4012,Subscribed,Subscribed
4014,Not subscribed,Subscribed
4017,Not subscribed,Subscribed
4020,Not subscribed,Not subscribed
4022,Subscribed,Not subscribed
4025,Not subscribed,Not subscribed
4028,Not subscribed,Subscribed
4030,Not subscribed,Subscribed
4033,Subscribed,Subscribed
4036,Not subscribed,Subscribed
4038,Not subscribed,Not subscribed
4041,Not subscribed,Subscribed
4044,Not subscribed,Subscribed
4046,Not subscribed,Subscribed
4049,Not subscribed,Not subscribed
4052,Not subscribed,Not subscribed
4054,Not subscribed,Subscribed
4057,Not subscribed,Not subscribed
4059,Subscribed,Subscribed
4062,Not subscribed,Subscribed
4065,Subscribed,Not subscribed
4067,Not subscribed,Not subscribed
4070,Not subscribed,Subscribed
4073,Subscribed,Subscribed
4075,Not subscribed,Not subscribed
4078,Not subscribed,Subscribed
4081,Subscribed,Not subscribed
4083,Not subscribed,Not subscribed
4086,Not subscribed,Subscribed
4089,Not subscribed,Not subscribed
4091,Subscribed,Subscribed
4094,Not subscribed,Subscribed
4096,Not subscribed,Subscribed
4099,Not subscribed,Subscribed
4102,Subscribed,Not subscribed
4104,Subscribed,Not subscribed
4107,Not subscribed,Not subscribed
4110,Not subscribed,Subscribed
4112,Not subscribed,Subscribed
4115,Not subscribed,Not subscribed
4118,Subscribed,Subscribed
4120,Not subscribed,Subscribed
4123,Not subscribed,Subscribed
4126,Not subscribed,Subscribed
4128,Not subscribed,Not subscribed
4131,Not subscribed,Subscribed
4134,Not subscribed,Subscribed
4136,Not subscribed,Not subscribed
4139,Not subscribed,Not subscribed
4141,Not subscribed,Subscribed
4144,Not subscribed,Subscribed
4147,Not subscribed,Not subscribed
4149,Not subscribed,Subscribed
4152,Not subscribed,Subscribed
4155,Subscribed,Not subscribed
4157,Not subscribed,Subscribed
4160,Not subscribed,Subscribed
4163,Not subscribed,Not subscribed
4165,Subscribed,Subscribed
4168,Not subscribed,Not subscribed
4171,Not subscribed,Not subscribed
4173,Not subscribed,Not subscribed
4176,Not subscribed,Subscribed
4178,Not subscribed,Not subscribed
4181,Not subscribed,Subscribed
4184,Subscribed,Subscribed
4186,Subscribed,Subscribed
4189,Subscribed,Subscribed
4192,Not subscribed,Not subscribed
4194,Not subscribed,Subscribed
4197,Not subscribed,Subscribed
4200,Not subscribed,Subscribed
4202,Not subscribed,Subscribed
4205,Not subscribed,Not subscribed
4208,Not subscribed,Subscribed
4210,Not subscribed,Not subscribed
4213,Not subscribed,Subscribed
4216,Not subscribed,Not subscribed
4218,Not subscribed,Subscribed
4221,Not subscribed,Not subscribed
4223,Not subscribed,Subscribed
4226,Not subscribed,Not subscribed
4229,Not subscribed,Not subscribed
4231,Not subscribed,Subscribed
4234,Not subscribed,Not subscribed
4237,Not subscribed,Not subscribed
4239,Subscribed,Subscribed
4242,Not subscribed,Subscribed
4245,Not subscribed,Subscribed
4247,Not subscribed,Not subscribed
4250,Not subscribed,Subscribed
4253,Not subscribed,Not subscribed
4255,Not subscribed,Not subscribed
4258,Not subscribed,Not subscribed
4260,Not subscribed,Subscribed
4263,Not subscribed,Not subscribed
4266,Subscribed,Not subscribed
4268,Not subscribed,Not subscribed
4271,Not subscribed,Not subscribed
4274,Subscribed,Subscribed
4276,Not subscribed,Subscribed
4279,Subscribed,Not subscribed
4282,Not subscribed,Subscribed
4284,Subscribed,Not subscribed
4287,Not subscribed,Not subscribed
4290,Not subscribed,Subscribed
4292,Not subscribed,Not subscribed
4295,Subscribed,Subscribed
4297,Subscribed,Not subscribed
4300,Subscribed,Not subscribed
4303,Subscribed,Subscribed
4305,Not subscribed,Subscribed
4308,Not subscribed,Subscribed
4311,Not subscribed,Not subscribed
4313,Not subscribed,Not subscribed
4316,Not subscribed,Subscribed
4319,Not subscribed,Not subscribed
4321,Not subscribed,Not subscribed
4324,Not subscribed,Subscribed
4327,Not subscribed,Not subscribed
4329,Not subscribed,Not subscribed
4332,Subscribed,Not subscribed
4335,Not subscribed,Not subscribed
4337,Not subscribed,Not subscribed
4340,Not subscribed,Not subscribed
4342,Not subscribed,Subscribed
4345,Not subscribed,Subscribed
4348,Not subscribed,Subscribed
4350,Subscribed,Subscribed
4353,Not subscribed,Not subscribed
4356,Not subscribed,Subscribed
4358,Not subscribed,Not subscribed
4361,Subscribed,Not subscribed
4364,Not subscribed,Subscribed
4366,Not subscribed,Not subscribed
4369,Not subscribed,Subscribed
4372,Not subscribed,Subscribed
4374,Not subscribed,Subscribed
4377,Not subscribed,Subscribed
4379,Not subscribed,Subscribed
4382,Not subscribed,Subscribed
4385,Not subscribed,Not subscribed
4387,Not subscribed,Not subscribed
4390,Not subscribed,Subscribed
4393,Subscribed,Not subscribed
4395,Not subscribed,Subscribed
4398,Subscribed,Not subscribed
4401,Not subscribed,Subscribed
4403,Not subscribed,Subscribed
4406,Not subscribed,Not subscribed
4409,Subscribed,Subscribed
4411,Not subscribed,Not subscribed
4414,Not subscribed,Subscribed
4417,Not subscribed,Not subscribed
4419,Subscribed,Subscribed
4422,Not subscribed,Subscribed
4424,Subscribed,Subscribed
4427,Not subscribed,Not subscribed
4430,Subscribed,Subscribed
4432,Not subscribed,Subscribed
4435,Not subscribed,Not subscribed
4438,Not subscribed,Not subscribed
4440,Not subscribed,Not subscribed
4443,Not subscribed,Not subscribed
4446,Not subscribed,Not subscribed
4448,Not subscribed,Not subscribed
4451,Not subscribed,Not subscribed
4454,Subscribed,Subscribed
4456,Not subscribed,Not subscribed
4459,Subscribed,Not subscribed
4461,Not subscribed,Not subscribed
4464,Not subscribed,Not subscribed
4467,Not subscribed,Subscribed
4469,Not subscribed,Subscribed
4472,Not subscribed,Not subscribed
4475,Not subscribed,Not subscribed
4477,Not subscribed,Subscribed
4480,Not subscribed,Subscribed
4483,Not subscribed,Not subscribed
4485,Not subscribed,Subscribed
4488,Not subscribed,Subscribed
4491,Not subscribed,Not subscribed
4493,Not subscribed,Not subscribed
4496,Not subscribed,Not subscribed
4499,Subscribed,Not subscribed
4501,Not subscribed,Subscribed
4504,Not subscribed,Subscribed
4506,Not subscribed,Subscribed
4509,Not subscribed,Not subscribed
4512,Not subscribed,Not subscribed
4514,Not subscribed,Not subscribed
4517,Not subscribed,Subscribed
4520,Not subscribed,Subscribed
4522,Subscribed,Not subscribed
4525,Not subscribed,Not subscribed
4528,Not subscribed,Not subscribed
4530,Subscribed,Not subscribed
4533,Not subscribed,Not subscribed
4536,Subscribed,Not subscribed
4538,Not subscribed,Not subscribed
4541,Subscribed,Subscribed
4543,Subscribed,Subscribed
4546,Not subscribed,Subscribed
4549,Not subscribed,Not subscribed
4551,Not subscribed,Subscribed
4554,Not subscribed,Subscribed
4557,Not subscribed,Not subscribed
4559,Subscribed,Subscribed
4562,Subscribed,Not subscribed
4565,Not subscribed,Subscribed
4567,Not subscribed,Subscribed
4570,Not subscribed,Subscribed
4573,Not subscribed,Not subscribed
4575,Not subscribed,Not subscribed
4578,Subscribed,Subscribed
4581,Not subscribed,Subscribed
4583,Subscribed,Subscribed
4586,Not subscribed,Not subscribed
4588,Subscribed,Not subscribed
4591,Subscribed,Subscribed
4594,Not subscribed,Not subscribed
4596,Not subscribed,Not subscribed
4599,Not subscribed,Subscribed
4602,Not subscribed,Subscribed
4604,Not subscribed,Subscribed
4607,Subscribed,Subscribed
4610,Subscribed,Not subscribed
4612,Not subscribed,Subscribed
4615,Not subscribed,Not subscribed
4618,Not subscribed,Subscribed
4620,Not subscribed,Subscribed
4623,Not subscribed,Not subscribed
4625,Subscribed,Subscribed
4628,Not subscribed,Subscribed
4631,Not subscribed,Subscribed
4633,Not subscribed,Not subscribed
4636,Not subscribed,Not subscribed
4639,Subscribed,Subscribed
4641,Subscribed,Subscribed
4644,Not subscribed,Subscribed
4647,Not subscribed,Not subscribed
4649,Not subscribed,Subscribed
4652,Not subscribed,Subscribed
4655,Not subscribed,Not subscribed
4657,Not subscribed,Subscribed
4660,Not subscribed,Not subscribed
4663,Subscribed,Not subscribed
4665,Not subscribed,Subscribed
4668,Subscribed,Not subscribed
4670,Subscribed,Subscribed
4673,Not subscribed,Not subscribed
4676,Subscribed,Not subscribed
4678,Not subscribed,Not subscribed
4681,Not subscribed,Not subscribed
4684,Not subscribed,Not subscribed
4686,Not subscribed,Not subscribed
4689,Not subscribed,Subscribed
4692,Not subscribed,Subscribed
4694,Subscribed,Subscribed
4697,Not subscribed,Not subscribed
4700,Subscribed,Subscribed
4702,Subscribed,Not subscribed
4705,Not subscribed,Subscribed
4707,Not subscribed,Not subscribed
4710,Not subscribed,Subscribed
4713,Not subscribed,Not subscribed
4715,Not subscribed,Subscribed
4718,Subscribed,Not subscribed
4721,Not subscribed,Subscribed
4723,Not subscribed,Subscribed
4726,Not subscribed,Subscribed
4729,Subscribed,Not subscribed
4731,Not subscribed,Subscribed
4734,Not subscribed,Not subscribed
4737,Subscribed,Subscribed
4739,Subscribed,Not subscribed
4742,Not subscribed,Subscribed
4745,Not subscribed,Subscribed
4747,Subscribed,Not subscribed
4750,Not subscribed,Subscribed
4752,Not subscribed,Not subscribed
4755,Not subscribed,Not subscribed
4758,Not subscribed,Not subscribed
4760,Subscribed,Not subscribed
4763,Not subscribed,Subscribed
4766,Subscribed,Subscribed
4768,Not subscribed,Subscribed
4771,Subscribed,Subscribed
4774,Not subscribed,Subscribed
4776,Not subscribed,Subscribed
4779,Not subscribed,Not subscribed
4782,Not subscribed,Subscribed
4784,Not subscribed,Subscribed
4787,Not subscribed,Not subscribed
4789,Not subscribed,Subscribed
4792,Not subscribed,Subscribed
4795,Subscribed,Subscribed
4797,Not subscribed,Not subscribed
4800,Not subscribed,Subscribed
4803,Not subscribed,Subscribed
4805,Not subscribed,Not subscribed
4808,Subscribed,Not subscribed
4811,Not subscribed,Not subscribed
4813,Subscribed,Not subscribed
4816,Not subscribed,Not subscribed
4819,Not subscribed,Subscribed
4821,Not subscribed,Not subscribed
4824,Subscribed,Not subscribed
4826,Not subscribed,Not subscribed
4829,Not subscribed,Subscribed
4832,Not subscribed,Not subscribed
4834,Not subscribed,Subscribed
4837,Not subscribed,Not subscribed
4840,Not subscribed,Subscribed
4842,Not subscribed,Subscribed
4845,Not subscribed,Not subscribed
4848,Not subscribed,Subscribed
4850,Not subscribed,Not subscribed
4853,Not subscribed,Subscribed
4856,Not subscribed,Subscribed
4858,Not subscribed,Not subscribed
4861,Not subscribed,Not subscribed
4864,Not subscribed,Subscribed
4866,Not subscribed,Subscribed
4869,Subscribed,Not subscribed
4871,Not subscribed,Subscribed
4874,Not subscribed,Subscribed
4877,Not subscribed,Not subscribed
4879,Not subscribed,Not subscribed
4882,Subscribed,Subscribed
4885,Not subscribed,Subscribed
4887,Subscribed,Not subscribed
4890,Not subscribed,Subscribed
4893,Not subscribed,Not subscribed
4895,Not subscribed,Subscribed
4898,Not subscribed,Not subscribed
4901,Not subscribed,Not subscribed
4903,Subscribed,Subscribed
4906,Not subscribed,Subscribed
4908,Not subscribed,Subscribed
4911,Not subscribed,Not subscribed
4914,Not subscribed,Subscribed
4916,Not subscribed,Not subscribed
4919,Subscribed,Not subscribed
4922,Not subscribed,Subscribed
4924,Not subscribed,Subscribed
4927,Not subscribed,Not subscribed
4930,Not subscribed,Not subscribed
4932,Subscribed,Subscribed
4935,Not subscribed,Subscribed
4938,Not subscribed,Not subscribed
4940,Subscribed,Subscribed
4943,Not subscribed,Subscribed
4946,Not subscribed,Not subscribed
4948,Not subscribed,Not subscribed
4951,Not subscribed,Subscribed
4953,Not subscribed,Not subscribed
4956,Not subscribed,Subscribed
4959,Not subscribed,Subscribed
4961,Subscribed,Not subscribed
4964,Not subscribed,Subscribed
4967,Not subscribed,Not subscribed
4969,Not subscribed,Subscribed
4972,Not subscribed,Not subscribed
4975,Not subscribed,Not subscribed
4977,Subscribed,Subscribed
4980,Subscribed,Subscribed
4983,Not subscribed,Subscribed
4985,Not subscribed,Subscribed
4988,Not subscribed,Subscribed
4990,Subscribed,Not subscribed
4993,Not subscribed,Subscribed
4996,Not subscribed,Not subscribed
4998,Not subscribed,Subscribed
5001,Not subscribed,Subscribed
5004,Not subscribed,Subscribed
5006,Not subscribed,Subscribed
5009,Not subscribed,Subscribed
5012,Not subscribed,Not subscribed
5014,Subscribed,Not subscribed
5017,Not subscribed,Not subscribed
5020,Not subscribed,Subscribed
5022,Not subscribed,Not subscribed
5025,Subscribed,Subscribed
5028,Not subscribed,Subscribed
5030,Not subscribed,Subscribed
5033,Not subscribed,Subscribed
5035,Not subscribed,Not subscribed
5038,Not subscribed,Not subscribed
5041,Not subscribed,Not subscribed
5043,Subscribed,Subscribed
5046,Not subscribed,Subscribed
5049,Not subscribed,Not subscribed
5051,Subscribed,Subscribed
5054,Not subscribed,Not subscribed
5057,Not subscribed,Subscribed
5059,Subscribed,Not subscribed
5062,Not subscribed,Subscribed
5065,Subscribed,Not subscribed
5067,Not subscribed,Subscribed
5070,Not subscribed,Subscribed
5072,Not subscribed,Subscribed
5075,Not subscribed,Subscribed
5078,Subscribed,Subscribed
5080,Not subscribed,Subscribed
5083,Not subscribed,Subscribed
5086,Not subscribed,Subscribed
5088,Not subscribed,Subscribed
5091,Subscribed,Not subscribed
5094,Subscribed,Subscribed
5096,Not subscribed,Not subscribed
5099,Subscribed,Not subscribed
5102,Not subscribed,Subscribed
5104,Not subscribed,Subscribed
5107,Not subscribed,Subscribed
5110,Not subscribed,Subscribed
5112,Not subscribed,Subscribed
5115,Subscribed,Subscribed
5117,Not subscribed,Subscribed
5120,Not subscribed,Subscribed
5123,Subscribed,Not subscribed
5125,Not subscribed,Not subscribed
5128,Not subscribed,Subscribed
5131,Not subscribed,Not subscribed
5133,Not subscribed,Subscribed
5139,Not subscribed,Not subscribed
5141,Not subscribed,Not subscribed
5144,Subscribed,Not subscribed
5147,Not subscribed,Subscribed
5149,Subscribed,Not subscribed
5152,Not subscribed,Subscribed
5154,Not subscribed,Subscribed
5157,Subscribed,Subscribed
5160,Not subscribed,Subscribed
5162,Not subscribed,Not subscribed
5165,Subscribed,Not subscribed
5168,Not subscribed,Subscribed
5170,Not subscribed,Subscribed
5173,Not subscribed,Subscribed
5176,Not subscribed,Subscribed
5178,Not subscribed,Subscribed
5181,Subscribed,Not subscribed
5184,Not subscribed,Subscribed
5186,Not subscribed,Subscribed
5189,Not subscribed,Subscribed
5192,Subscribed,Not subscribed
5194,Not subscribed,Subscribed
5197,Subscribed,Not subscribed
5199,Not subscribed,Not subscribed
5202,Not subscribed,Subscribed
5205,Not subscribed,Subscribed
5207,Subscribed,Not subscribed
5210,Not subscribed,Not subscribed
5213,Subscribed,Not subscribed
5215,Not subscribed,Not subscribed
5218,Not subscribed,Not subscribed
5221,Subscribed,Subscribed
5223,Not subscribed,Not subscribed
5226,Subscribed,Subscribed
5229,Not subscribed,Not subscribed
5231,Not subscribed,Subscribed
5234,Not subscribed,Subscribed
5236,Subscribed,Subscribed
5239,Not subscribed,Subscribed
5242,Not subscribed,Subscribed
5244,Subscribed,Not subscribed
5247,Not subscribed,Subscribed
5250,Not subscribed,Subscribed
5252,Not subscribed,Not subscribed
5255,Not subscribed,Subscribed
5258,Subscribed,Not subscribed
5260,Subscribed,Subscribed
5263,Subscribed,Subscribed
5266,Not subscribed,Not subscribed
5268,Not subscribed,Subscribed
5271,Subscribed,Subscribed
5274,Subscribed,Subscribed
5276,Not subscribed,Not subscribed
5280,Not subscribed,Not subscribed
5284,Not subscribed,Subscribed
5287,Not subscribed,Subscribed
5291,Not subscribed,Not subscribed
5295,Not subscribed,Subscribed
5299,Not subscribed,Subscribed
5302,Not subscribed,Subscribed
5310,Subscribed,Subscribed
5314,Subscribed,Subscribed
5317,Not subscribed,Subscribed
5321,Not subscribed,Not subscribed
5325,Subscribed,Subscribed
5329,Subscribed,Subscribed
5332,Not subscribed,Not subscribed
5336,Subscribed,Subscribed
5340,Not subscribed,Subscribed
5344,Not subscribed,Not subscribed
5347,Not subscribed,Not subscribed
5351,Not subscribed,Subscribed
5355,Not subscribed,Not subscribed
5359,Not subscribed,Subscribed
5363,Not subscribed,Not subscribed
5366,Not subscribed,Not subscribed
5370,Subscribed,Subscribed
5374,Not subscribed,Not subscribed
5378,Not subscribed,Not subscribed
5382,Not subscribed,Subscribed
5385,Subscribed,Subscribed
5389,Subscribed,Not subscribed
5393,Not subscribed,Not subscribed
5397,Subscribed,Subscribed
5401,Not subscribed,Subscribed
5404,Not subscribed,Not subscribed
5408,Not subscribed,Subscribed
5412,Subscribed,Not subscribed
5416,Subscribed,Not subscribed
5420,Not subscribed,Not subscribed
5424,Not subscribed,Not subscribed
5427,Not subscribed,Subscribed
5431,Not subscribed,Subscribed
5435,Not subscribed,Subscribed
5439,Not subscribed,Subscribed
5443,Not subscribed,Subscribed
5447,Subscribed,Subscribed
5450,Not subscribed,Subscribed
5454,Not subscribed,Subscribed
5458,Subscribed,Subscribed
5462,Not subscribed,Subscribed
5466,Not subscribed,Subscribed
5470,Subscribed,Subscribed
5474,Subscribed,Not subscribed
5478,Not subscribed,Not subscribed
5481,Not subscribed,Subscribed
5485,Not subscribed,Not subscribed
5489,Not subscribed,Not subscribed
5493,Not subscribed,Subscribed
5497,Not subscribed,Subscribed
5501,Not subscribed,Not subscribed
5505,Subscribed,Not subscribed
5509,Subscribed,Subscribed
5512,Subscribed,Subscribed
5516,Not subscribed,Subscribed
5520,Not subscribed,Not subscribed
5524,Subscribed,Subscribed
5528,Not subscribed,Subscribed
5532,Not subscribed,Subscribed
5536,Not subscribed,Not subscribed
5540,Subscribed,Subscribed
5544,Not subscribed,Subscribed
5548,Not subscribed,Subscribed
5552,Not subscribed,Subscribed
5556,Subscribed,Not subscribed
5559,Not subscribed,Subscribed
5563,Not subscribed,Not subscribed
5567,Not subscribed,Subscribed
5571,Subscribed,Subscribed
5575,Subscribed,Not subscribed
5579,Not subscribed,Subscribed
5583,Not subscribed,Not subscribed
5587,Not subscribed,Subscribed
5591,Not subscribed,Subscribed
5595,Not subscribed,Subscribed
5599,Not subscribed,Subscribed
5603,Subscribed,Subscribed
5607,Not subscribed,Not subscribed
5611,Not subscribed,Subscribed
5615,Not subscribed,Subscribed
5619,Not subscribed,Not subscribed
5623,Subscribed,Subscribed
5627,Not subscribed,Subscribed
5631,Subscribed,Not subscribed
5635,Subscribed,Subscribed
5639,Not subscribed,Not subscribed
5643,Not subscribed,Not subscribed
5647,Not subscribed,Not subscribed
5651,Subscribed,Subscribed
5655,Subscribed,Subscribed
5659,Not subscribed,Subscribed
5663,Subscribed,Not subscribed
5667,Not subscribed,Not subscribed
5671,Not subscribed,Subscribed
5675,Subscribed,Subscribed
5679,Subscribed,Subscribed
5683,Subscribed,Not subscribed
5687,Subscribed,Not subscribed
5691,Subscribed,Not subscribed
5695,Not subscribed,Subscribed
5699,Subscribed,Subscribed
5703,Not subscribed,Not subscribed
5707,Not subscribed,Subscribed
5711,Not subscribed,Not subscribed
5715,Not subscribed,Not subscribed
5719,Not subscribed,Not subscribed
5723,Not subscribed,Not subscribed
5727,Subscribed,Not subscribed
5731,Not subscribed,Not subscribed
5735,Not subscribed,Not subscribed
5739,Not subscribed,Not subscribed
5743,Subscribed,Not subscribed
5747,Not subscribed,Subscribed
5751,Not subscribed,Subscribed
5755,Not subscribed,Subscribed
5759,Not subscribed,Subscribed
5763,Not subscribed,Subscribed
5768,Not subscribed,Not subscribed
5772,Not subscribed,Not subscribed
5776,Not subscribed,Not subscribed
5784,Subscribed,Subscribed
5788,Not subscribed,Not subscribed
5792,Not subscribed,Subscribed
5796,Not subscribed,Not subscribed
5800,Not subscribed,Subscribed
5804,Not subscribed,Subscribed
5808,Not subscribed,Not subscribed
5813,Subscribed,Not subscribed
5817,Not subscribed,Subscribed
5821,Not subscribed,Subscribed
5825,Subscribed,Subscribed
5829,Subscribed,Subscribed
5833,Not subscribed,Subscribed
5837,Not subscribed,Subscribed
5841,Subscribed,Not subscribed
5846,Not subscribed,Subscribed
5850,Subscribed,Not subscribed
5854,Not subscribed,Subscribed
5858,Not subscribed,Subscribed
5862,Not subscribed,Subscribed
5866,Not subscribed,Subscribed
5870,Not subscribed,Subscribed
5875,Not subscribed,Not subscribed
5879,Subscribed,Not subscribed
5883,Not subscribed,Not subscribed
5887,Subscribed,Subscribed
5891,Not subscribed,Subscribed
5895,Not subscribed,Not subscribed
5899,Subscribed,Subscribed
5904,Not subscribed,Subscribed
5908,Not subscribed,Not subscribed
5912,Not subscribed,Not subscribed
5916,Subscribed,Not subscribed
5920,Subscribed,Not subscribed
5925,Not subscribed,Not subscribed
5929,Subscribed,Not subscribed
5933,Not subscribed,Not subscribed
5937,Subscribed,Subscribed
5941,Not subscribed,Not subscribed
5946,Not subscribed,Subscribed
5950,Not subscribed,Not subscribed
5954,Not subscribed,Subscribed
5958,Not subscribed,Not subscribed
5962,Not subscribed,Not subscribed
5967,Not subscribed,Subscribed
5971,Subscribed,Subscribed
5975,Not subscribed,Subscribed
5979,Subscribed,Not subscribed
5983,Not subscribed,Subscribed
5988,Not subscribed,Subscribed
5992,Not subscribed,Not subscribed
5996,Subscribed,Subscribed
6000,Not subscribed,Subscribed
6005,Subscribed,Not subscribed
6009,Not subscribed,Not subscribed
6013,Not subscribed,Subscribed
6017,Not subscribed,Not subscribed
6022,Not subscribed,Not subscribed
6026,Not subscribed,Not subscribed
6030,Subscribed,Not subscribed
6034,Not subscribed,Subscribed
6039,Not subscribed,Subscribed
6043,Not subscribed,Subscribed
6047,Not subscribed,Subscribed
6051,Not subscribed,Not subscribed
6056,Subscribed,Subscribed
6060,Not subscribed,Subscribed
6064,Not subscribed,Subscribed
6069,Not subscribed,Not subscribed
6073,Not subscribed,Not subscribed
6077,Not subscribed,Not subscribed
6082,Not subscribed,Not subscribed
6086,Not subscribed,Subscribed
6090,Subscribed,Subscribed
6094,Subscribed,Not subscribed
6099,Not subscribed,Not subscribed
6103,Not subscribed,Subscribed
6107,Subscribed,Not subscribed
6112,Not subscribed,Subscribed
6116,Not subscribed,Not subscribed
6120,Not subscribed,Subscribed
6125,Not subscribed,Subscribed
6129,Not subscribed,Subscribed
6133,Not subscribed,Subscribed
6138,Not subscribed,Subscribed
6142,Not subscribed,Subscribed
6146,Subscribed,Subscribed
6151,Subscribed,Subscribed
6155,Not subscribed,Not subscribed
6159,Not subscribed,Subscribed
6164,Not subscribed,Subscribed
6168,Not subscribed,Subscribed
6172,Not subscribed,Subscribed
6177,Subscribed,Not subscribed
6181,Not subscribed,Subscribed
6186,Not subscribed,Subscribed
6190,Not subscribed,Subscribed
6194,Not subscribed,Not subscribed
6199,Not subscribed,Subscribed
6203,Not subscribed,Subscribed
6207,Subscribed,Not subscribed
6212,Not subscribed,Subscribed
6216,Not subscribed,Not subscribed
6221,Not subscribed,Not subscribed
6225,Not subscribed,Not subscribed
6229,Not subscribed,Subscribed
6234,Not subscribed,Subscribed
6238,Subscribed,Not subscribed
6243,Not subscribed,Subscribed
6247,Not subscribed,Not subscribed
6251,Not subscribed,Subscribed
6256,Not subscribed,Not subscribed
6260,Subscribed,Not subscribed
6265,Subscribed,Subscribed
6269,Not subscribed,Subscribed
6274,Not subscribed,Subscribed
6278,Not subscribed,Not subscribed
6282,Subscribed,Not subscribed
6287,Not subscribed,Subscribed
6291,Not subscribed,Not subscribed
6296,Subscribed,Subscribed
6300,Not subscribed,Subscribed
6305,Not subscribed,Not subscribed
6309,Not subscribed,Not subscribed
